EndOfMonth|Jnl ID|Account Code|Jnl Description|Jnl Amount
31/08/2018|1-0000000694|4110|Labrador Sales|-52116.85
31/08/2018|1-0000000694|1210|Labrador Sales|52116.85
31/08/2018|1-0000000695|4110|Labrador Sales|-55727.05
31/08/2018|1-0000000695|1210|Labrador Sales|55727.05
31/08/2018|1-0000000696|4110|Labrador Sales|-54696.07
31/08/2018|1-0000000696|1210|Labrador Sales|54696.07
31/08/2018|1-0000000697|4110|Labrador Sales|-55252.85
31/08/2018|1-0000000697|1210|Labrador Sales|55252.85
31/08/2018|1-0000000698|4110|Labrador Sales|-53510.48
31/08/2018|1-0000000698|1210|Labrador Sales|53510.48
31/08/2018|1-0000000699|4110|Labrador Sales|-51687.03
31/08/2018|1-0000000699|1210|Labrador Sales|51687.03
31/08/2018|1-0000000700|4110|Labrador Sales|-54054.01
31/08/2018|1-0000000700|1210|Labrador Sales|54054.01
31/08/2018|1-0000000701|4110|Labrador Sales|-53907.85
31/08/2018|1-0000000701|1210|Labrador Sales|53907.85
31/08/2018|1-0000000702|4110|Labrador Sales|-53484.15
31/08/2018|1-0000000702|1210|Labrador Sales|53484.15
31/08/2018|1-0000000703|4110|Labrador Sales|-53774.02
31/08/2018|1-0000000703|1210|Labrador Sales|53774.02
31/08/2018|1-0000000704|4110|Labrador Sales|-55300.57
31/08/2018|1-0000000704|1210|Labrador Sales|55300.57
31/08/2018|1-0000000705|4110|Labrador Sales|-54257.05
31/08/2018|1-0000000705|1210|Labrador Sales|54257.05
31/08/2018|10-0000000779|2220|Cash Payments|6387.7
31/08/2018|10-0000000779|1120|Cash Payments|-6387.7
31/08/2018|10-0000000780|2220|Cash Payments|6326.98
31/08/2018|10-0000000780|1120|Cash Payments|-6326.98
31/08/2018|10-0000000781|1120|Cash Payments|-5855.79
31/08/2018|10-0000000781|2220|Cash Payments|5855.79
31/08/2018|10-0000000782|1120|Cash Payments|-5814.61
31/08/2018|10-0000000782|2220|Cash Payments|5814.61
31/08/2018|10-0000000783|2220|Cash Payments|6097.02
31/08/2018|10-0000000783|1120|Cash Payments|-6097.02
31/08/2018|2-0000000706|4120|Cat food sales|-45810.8
31/08/2018|2-0000000706|1230|Cat food sales|45810.8
31/08/2018|2-0000000707|1230|Cat food sales|45810.8
31/08/2018|2-0000000707|4120|Cat food sales|-45810.8
31/08/2018|2-0000000708|4120|Cat food sales|-45810.8
31/08/2018|2-0000000708|1230|Cat food sales|45810.8
31/08/2018|3-0000000709|1110|Interest Received|151032.22
31/08/2018|3-0000000709|4130|Interest Received|-151032.22
31/08/2018|4-0000000710|1210|Cash Receipts|-51320.06
31/08/2018|4-0000000710|1110|Cash Receipts|51320.06
31/08/2018|4-0000000711|1210|Cash Receipts|-51112.34
31/08/2018|4-0000000711|1110|Cash Receipts|51112.34
31/08/2018|4-0000000712|1110|Cash Receipts|50974.61
31/08/2018|4-0000000712|1210|Cash Receipts|-50974.61
31/08/2018|4-0000000713|1210|Cash Receipts|-54747.66
31/08/2018|4-0000000713|1110|Cash Receipts|54747.66
31/08/2018|4-0000000714|1210|Cash Receipts|-53072.56
31/08/2018|4-0000000714|1110|Cash Receipts|53072.56
31/08/2018|4-0000000715|1210|Cash Receipts|-53240.29
31/08/2018|4-0000000715|1110|Cash Receipts|53240.29
31/08/2018|4-0000000716|1210|Cash Receipts|-52569.12
31/08/2018|4-0000000716|1110|Cash Receipts|52569.12
31/08/2018|4-0000000717|1110|Cash Receipts|54350.61
31/08/2018|4-0000000717|1210|Cash Receipts|-54350.61
31/08/2018|4-0000000718|1210|Cash Receipts|-56058.16
31/08/2018|4-0000000718|1110|Cash Receipts|56058.16
31/08/2018|4-0000000719|1210|Cash Receipts|-50944.68
31/08/2018|4-0000000719|1110|Cash Receipts|50944.68
31/08/2018|4-0000000720|1110|Cash Receipts|55276.76
31/08/2018|4-0000000720|1210|Cash Receipts|-55276.76
31/08/2018|4-0000000721|1210|Cash Receipts|-52457.66
31/08/2018|4-0000000721|1110|Cash Receipts|52457.66
31/08/2018|4-0000000722|1210|Cash Receipts|-53909.18
31/08/2018|4-0000000722|1110|Cash Receipts|53909.18
31/08/2018|4-0000000723|1210|Cash Receipts|-56030.85
31/08/2018|4-0000000723|1110|Cash Receipts|56030.85
31/08/2018|4-0000000724|1110|Cash Receipts|55583.73
31/08/2018|4-0000000724|1210|Cash Receipts|-55583.73
31/08/2018|4-0000000725|1210|Cash Receipts|-52421.26
31/08/2018|4-0000000725|1110|Cash Receipts|52421.26
31/08/2018|4-0000000726|1110|Cash Receipts|55636.45
31/08/2018|4-0000000726|1210|Cash Receipts|-55636.45
31/08/2018|4-0000000727|1210|Cash Receipts|-53888.82
31/08/2018|4-0000000727|1110|Cash Receipts|53888.82
31/08/2018|4-0000000728|1110|Cash Receipts|51096.36
31/08/2018|4-0000000728|1210|Cash Receipts|-51096.36
31/08/2018|4-0000000729|1110|Cash Receipts|54724.16
31/08/2018|4-0000000729|1210|Cash Receipts|-54724.16
31/08/2018|5-0000000730|1230|Cash Receipts|-45810.8
31/08/2018|5-0000000730|1120|Cash Receipts|45810.8
31/08/2018|5-0000000731|1120|Cash Receipts|45810.8
31/08/2018|5-0000000731|1230|Cash Receipts|-45810.8
31/08/2018|5-0000000732|1230|Cash Receipts|-45810.8
31/08/2018|5-0000000732|1120|Cash Receipts|45810.8
31/08/2018|6-0000000733|1130|Salaries|-406956.86
31/08/2018|6-0000000733|4310|Salaries|406956.86
31/08/2018|7-0000000734|4210|Cost Of Sales Dog Food|10115.36
31/08/2018|7-0000000734|2210|Cost Of Sales Dog Food|-10115.36
31/08/2018|7-0000000735|2210|Cost Of Sales Dog Food|-10759.81
31/08/2018|7-0000000735|4210|Cost Of Sales Dog Food|10759.81
31/08/2018|7-0000000736|2210|Cost Of Sales Dog Food|-10645.27
31/08/2018|7-0000000736|4210|Cost Of Sales Dog Food|10645.27
31/08/2018|7-0000000737|2210|Cost Of Sales Dog Food|-10933.99
31/08/2018|7-0000000737|4210|Cost Of Sales Dog Food|10933.99
31/08/2018|7-0000000738|2210|Cost Of Sales Dog Food|-10217.85
31/08/2018|7-0000000738|4210|Cost Of Sales Dog Food|10217.85
31/08/2018|7-0000000739|4210|Cost Of Sales Dog Food|10188.85
31/08/2018|7-0000000739|2210|Cost Of Sales Dog Food|-10188.85
31/08/2018|7-0000000740|2210|Cost Of Sales Dog Food|-10903.71
31/08/2018|7-0000000740|4210|Cost Of Sales Dog Food|10903.71
31/08/2018|7-0000000741|2210|Cost Of Sales Dog Food|-10007.74
31/08/2018|7-0000000741|4210|Cost Of Sales Dog Food|10007.74
31/08/2018|7-0000000742|4210|Cost Of Sales Dog Food|10082.15
31/08/2018|7-0000000742|2210|Cost Of Sales Dog Food|-10082.15
31/08/2018|7-0000000743|2210|Cost Of Sales Dog Food|-10552.73
31/08/2018|7-0000000743|4210|Cost Of Sales Dog Food|10552.73
31/08/2018|7-0000000744|2210|Cost Of Sales Dog Food|-10821.53
31/08/2018|7-0000000744|4210|Cost Of Sales Dog Food|10821.53
31/08/2018|7-0000000745|2210|Cost Of Sales Dog Food|-9973.2
31/08/2018|7-0000000745|4210|Cost Of Sales Dog Food|9973.2
31/08/2018|7-0000000746|2210|Cost Of Sales Dog Food|-10569.73
31/08/2018|7-0000000746|4210|Cost Of Sales Dog Food|10569.73
31/08/2018|7-0000000747|4210|Cost Of Sales Dog Food|9983.84
31/08/2018|7-0000000747|2210|Cost Of Sales Dog Food|-9983.84
31/08/2018|7-0000000748|2210|Cost Of Sales Dog Food|-10586.82
31/08/2018|7-0000000748|4210|Cost Of Sales Dog Food|10586.82
31/08/2018|7-0000000749|4210|Cost Of Sales Dog Food|10242.09
31/08/2018|7-0000000749|2210|Cost Of Sales Dog Food|-10242.09
31/08/2018|7-0000000750|2210|Cost Of Sales Dog Food|-10619.8
31/08/2018|7-0000000750|4210|Cost Of Sales Dog Food|10619.8
31/08/2018|7-0000000751|4210|Cost Of Sales Dog Food|10300.8
31/08/2018|7-0000000751|2210|Cost Of Sales Dog Food|-10300.8
31/08/2018|7-0000000752|4210|Cost Of Sales Dog Food|10737.15
31/08/2018|7-0000000752|2210|Cost Of Sales Dog Food|-10737.15
31/08/2018|7-0000000753|2210|Cost Of Sales Dog Food|-10661.4
31/08/2018|7-0000000753|4210|Cost Of Sales Dog Food|10661.4
31/08/2018|8-0000000754|4220|Cost Of Sales Cat Food|5847.42
31/08/2018|8-0000000754|2220|Cost Of Sales Cat Food|-5847.42
31/08/2018|8-0000000755|4220|Cost Of Sales Cat Food|6370.36
31/08/2018|8-0000000755|2220|Cost Of Sales Cat Food|-6370.36
31/08/2018|8-0000000756|2220|Cost Of Sales Cat Food|-5829.37
31/08/2018|8-0000000756|4220|Cost Of Sales Cat Food|5829.37
31/08/2018|8-0000000757|4220|Cost Of Sales Cat Food|6065.33
31/08/2018|8-0000000757|2220|Cost Of Sales Cat Food|-6065.33
31/08/2018|8-0000000758|2220|Cost Of Sales Cat Food|-5811.87
31/08/2018|8-0000000758|4220|Cost Of Sales Cat Food|5811.87
31/08/2018|9-0000000759|2210|Cash Payments|10955.8
31/08/2018|9-0000000759|1110|Cash Payments|-10955.8
31/08/2018|9-0000000760|2210|Cash Payments|10712.64
31/08/2018|9-0000000760|1110|Cash Payments|-10712.64
31/08/2018|9-0000000761|1110|Cash Payments|-10941.5
31/08/2018|9-0000000761|2210|Cash Payments|10941.5
31/08/2018|9-0000000762|1110|Cash Payments|-10765.44
31/08/2018|9-0000000762|2210|Cash Payments|10765.44
31/08/2018|9-0000000763|1110|Cash Payments|-10743
31/08/2018|9-0000000763|2210|Cash Payments|10743
31/08/2018|9-0000000764|2210|Cash Payments|10609.69
31/08/2018|9-0000000764|1110|Cash Payments|-10609.69
31/08/2018|9-0000000765|1110|Cash Payments|-10862.09
31/08/2018|9-0000000765|2210|Cash Payments|10862.09
31/08/2018|9-0000000766|1110|Cash Payments|-10529.79
31/08/2018|9-0000000766|2210|Cash Payments|10529.79
31/08/2018|9-0000000767|1110|Cash Payments|-10952.72
31/08/2018|9-0000000767|2210|Cash Payments|10952.72
31/08/2018|9-0000000768|1110|Cash Payments|-10307.13
31/08/2018|9-0000000768|2210|Cash Payments|10307.13
31/08/2018|9-0000000769|1110|Cash Payments|-10294.51
31/08/2018|9-0000000769|2210|Cash Payments|10294.51
31/08/2018|9-0000000770|1110|Cash Payments|-10847.58
31/08/2018|9-0000000770|2210|Cash Payments|10847.58
31/08/2018|9-0000000771|1110|Cash Payments|-10393.43
31/08/2018|9-0000000771|2210|Cash Payments|10393.43
31/08/2018|9-0000000772|2210|Cash Payments|10215.2
31/08/2018|9-0000000772|1110|Cash Payments|-10215.2
31/08/2018|9-0000000773|1110|Cash Payments|-10264.88
31/08/2018|9-0000000773|2210|Cash Payments|10264.88
31/08/2018|9-0000000774|1110|Cash Payments|-10435.76
31/08/2018|9-0000000774|2210|Cash Payments|10435.76
31/08/2018|9-0000000775|2210|Cash Payments|10299.11
31/08/2018|9-0000000775|1110|Cash Payments|-10299.11
31/08/2018|9-0000000776|1110|Cash Payments|-10357.22
31/08/2018|9-0000000776|2210|Cash Payments|10357.22
31/08/2018|9-0000000777|1110|Cash Payments|-10587.62
31/08/2018|9-0000000777|2210|Cash Payments|10587.62
31/08/2018|9-0000000778|2210|Cash Payments|10865.09
31/08/2018|9-0000000778|1110|Cash Payments|-10865.09
30/09/2018|1-0000000784|4110|Labrador Sales|-53400.32
30/09/2018|1-0000000784|1210|Labrador Sales|53400.32
30/09/2018|1-0000000785|4110|Labrador Sales|-55338.16
30/09/2018|1-0000000785|1210|Labrador Sales|55338.16
30/09/2018|1-0000000786|4110|Labrador Sales|-51990.64
30/09/2018|1-0000000786|1210|Labrador Sales|51990.64
30/09/2018|1-0000000787|4110|Labrador Sales|-53475.15
30/09/2018|1-0000000787|1210|Labrador Sales|53475.15
30/09/2018|1-0000000788|4110|Labrador Sales|-52319.52
30/09/2018|1-0000000788|1210|Labrador Sales|52319.52
30/09/2018|1-0000000789|4110|Labrador Sales|-51977.82
30/09/2018|1-0000000789|1210|Labrador Sales|51977.82
30/09/2018|1-0000000790|4110|Labrador Sales|-53916.49
30/09/2018|1-0000000790|1210|Labrador Sales|53916.49
30/09/2018|1-0000000791|4110|Labrador Sales|-52904.95
30/09/2018|1-0000000791|1210|Labrador Sales|52904.95
30/09/2018|1-0000000792|4110|Labrador Sales|-56140.36
30/09/2018|1-0000000792|1210|Labrador Sales|56140.36
30/09/2018|1-0000000793|4110|Labrador Sales|-51621.25
30/09/2018|1-0000000793|1210|Labrador Sales|51621.25
30/09/2018|1-0000000794|4110|Labrador Sales|-55073.34
30/09/2018|1-0000000794|1210|Labrador Sales|55073.34
30/09/2018|1-0000000795|4110|Labrador Sales|-52015.45
30/09/2018|1-0000000795|1210|Labrador Sales|52015.45
30/09/2018|1-0000000796|4110|Labrador Sales|-53242.74
30/09/2018|1-0000000796|1210|Labrador Sales|53242.74
30/09/2018|1-0000000797|4110|Labrador Sales|-54020.67
30/09/2018|1-0000000797|1210|Labrador Sales|54020.67
30/09/2018|1-0000000798|4110|Labrador Sales|-52596.99
30/09/2018|1-0000000798|1210|Labrador Sales|52596.99
30/09/2018|1-0000000799|4110|Labrador Sales|-51629.65
30/09/2018|1-0000000799|1210|Labrador Sales|51629.65
30/09/2018|1-0000000800|4110|Labrador Sales|-54961.65
30/09/2018|1-0000000800|1210|Labrador Sales|54961.65
30/09/2018|1-0000000801|4110|Labrador Sales|-55275.74
30/09/2018|1-0000000801|1210|Labrador Sales|55275.74
30/09/2018|1-0000000802|4110|Labrador Sales|-53262.04
30/09/2018|1-0000000802|1210|Labrador Sales|53262.04
30/09/2018|1-0000000803|4110|Labrador Sales|-53542.86
30/09/2018|1-0000000803|1210|Labrador Sales|53542.86
30/09/2018|10-0000000877|2220|Cash Payments|6264.65
30/09/2018|10-0000000877|1120|Cash Payments|-6264.65
30/09/2018|10-0000000878|2220|Cash Payments|5889.74
30/09/2018|10-0000000878|1120|Cash Payments|-5889.74
30/09/2018|10-0000000879|1120|Cash Payments|-5963.01
30/09/2018|10-0000000879|2220|Cash Payments|5963.01
30/09/2018|10-0000000880|1120|Cash Payments|-5855.33
30/09/2018|10-0000000880|2220|Cash Payments|5855.33
30/09/2018|10-0000000881|2220|Cash Payments|6024.42
30/09/2018|10-0000000881|1120|Cash Payments|-6024.42
30/09/2018|2-0000000804|4120|Cat food sales|-46176.1
30/09/2018|2-0000000804|1230|Cat food sales|46176.1
30/09/2018|2-0000000805|1230|Cat food sales|46176.1
30/09/2018|2-0000000805|4120|Cat food sales|-46176.1
30/09/2018|2-0000000806|1230|Cat food sales|46176.1
30/09/2018|2-0000000806|4120|Cat food sales|-46176.1
30/09/2018|3-0000000807|4130|Interest Received|-156361.38
30/09/2018|3-0000000807|1110|Interest Received|156361.38
30/09/2018|4-0000000808|1110|Cash Receipts|52731.22
30/09/2018|4-0000000808|1210|Cash Receipts|-52731.22
30/09/2018|4-0000000809|1110|Cash Receipts|56211.98
30/09/2018|4-0000000809|1210|Cash Receipts|-56211.98
30/09/2018|4-0000000810|1210|Cash Receipts|-52563.77
30/09/2018|4-0000000810|1110|Cash Receipts|52563.77
30/09/2018|4-0000000811|1110|Cash Receipts|53611.18
30/09/2018|4-0000000811|1210|Cash Receipts|-53611.18
30/09/2018|4-0000000812|1110|Cash Receipts|52801.17
30/09/2018|4-0000000812|1210|Cash Receipts|-52801.17
30/09/2018|4-0000000813|1110|Cash Receipts|55333.51
30/09/2018|4-0000000813|1210|Cash Receipts|-55333.51
30/09/2018|4-0000000814|1210|Cash Receipts|-54727.77
30/09/2018|4-0000000814|1110|Cash Receipts|54727.77
30/09/2018|4-0000000815|1110|Cash Receipts|54253.34
30/09/2018|4-0000000815|1210|Cash Receipts|-54253.34
30/09/2018|4-0000000816|1110|Cash Receipts|55562.32
30/09/2018|4-0000000816|1210|Cash Receipts|-55562.32
30/09/2018|4-0000000817|1210|Cash Receipts|-54343.43
30/09/2018|4-0000000817|1110|Cash Receipts|54343.43
30/09/2018|4-0000000818|1210|Cash Receipts|-56496.08
30/09/2018|4-0000000818|1110|Cash Receipts|56496.08
30/09/2018|4-0000000819|1210|Cash Receipts|-54400.73
30/09/2018|4-0000000819|1110|Cash Receipts|54400.73
30/09/2018|4-0000000820|1210|Cash Receipts|-56240.81
30/09/2018|4-0000000820|1110|Cash Receipts|56240.81
30/09/2018|4-0000000821|1210|Cash Receipts|-51976.58
30/09/2018|4-0000000821|1110|Cash Receipts|51976.58
30/09/2018|4-0000000822|1210|Cash Receipts|-54736.16
30/09/2018|4-0000000822|1110|Cash Receipts|54736.16
30/09/2018|4-0000000823|1110|Cash Receipts|56233.32
30/09/2018|4-0000000823|1210|Cash Receipts|-56233.32
30/09/2018|4-0000000824|1110|Cash Receipts|53300.17
30/09/2018|4-0000000824|1210|Cash Receipts|-53300.17
30/09/2018|4-0000000825|1210|Cash Receipts|-54612.33
30/09/2018|4-0000000825|1110|Cash Receipts|54612.33
30/09/2018|4-0000000826|1210|Cash Receipts|-56080.87
30/09/2018|4-0000000826|1110|Cash Receipts|56080.87
30/09/2018|4-0000000827|1210|Cash Receipts|-54890.85
30/09/2018|4-0000000827|1110|Cash Receipts|54890.85
30/09/2018|5-0000000828|1230|Cash Receipts|-46176.1
30/09/2018|5-0000000828|1120|Cash Receipts|46176.1
30/09/2018|5-0000000829|1230|Cash Receipts|-46176.1
30/09/2018|5-0000000829|1120|Cash Receipts|46176.1
30/09/2018|5-0000000830|1120|Cash Receipts|46176.1
30/09/2018|5-0000000830|1230|Cash Receipts|-46176.1
30/09/2018|6-0000000831|4310|Salaries|407960.52
30/09/2018|6-0000000831|1130|Salaries|-407960.52
30/09/2018|7-0000000832|2210|Cost Of Sales Dog Food|-10367.47
30/09/2018|7-0000000832|4210|Cost Of Sales Dog Food|10367.47
30/09/2018|7-0000000833|2210|Cost Of Sales Dog Food|-10150.42
30/09/2018|7-0000000833|4210|Cost Of Sales Dog Food|10150.42
30/09/2018|7-0000000834|2210|Cost Of Sales Dog Food|-10759.11
30/09/2018|7-0000000834|4210|Cost Of Sales Dog Food|10759.11
30/09/2018|7-0000000835|2210|Cost Of Sales Dog Food|-10747.41
30/09/2018|7-0000000835|4210|Cost Of Sales Dog Food|10747.41
30/09/2018|7-0000000836|4210|Cost Of Sales Dog Food|10194.3
30/09/2018|7-0000000836|2210|Cost Of Sales Dog Food|-10194.3
30/09/2018|7-0000000837|2210|Cost Of Sales Dog Food|-10962.48
30/09/2018|7-0000000837|4210|Cost Of Sales Dog Food|10962.48
30/09/2018|7-0000000838|4210|Cost Of Sales Dog Food|10812.43
30/09/2018|7-0000000838|2210|Cost Of Sales Dog Food|-10812.43
30/09/2018|7-0000000839|2210|Cost Of Sales Dog Food|-10847.6
30/09/2018|7-0000000839|4210|Cost Of Sales Dog Food|10847.6
30/09/2018|7-0000000840|2210|Cost Of Sales Dog Food|-10055.85
30/09/2018|7-0000000840|4210|Cost Of Sales Dog Food|10055.85
30/09/2018|7-0000000841|2210|Cost Of Sales Dog Food|-10077.81
30/09/2018|7-0000000841|4210|Cost Of Sales Dog Food|10077.81
30/09/2018|7-0000000842|4210|Cost Of Sales Dog Food|10835.16
30/09/2018|7-0000000842|2210|Cost Of Sales Dog Food|-10835.16
30/09/2018|7-0000000843|2210|Cost Of Sales Dog Food|-10599.25
30/09/2018|7-0000000843|4210|Cost Of Sales Dog Food|10599.25
30/09/2018|7-0000000844|4210|Cost Of Sales Dog Food|10515.82
30/09/2018|7-0000000844|2210|Cost Of Sales Dog Food|-10515.82
30/09/2018|7-0000000845|2210|Cost Of Sales Dog Food|-10323.31
30/09/2018|7-0000000845|4210|Cost Of Sales Dog Food|10323.31
30/09/2018|7-0000000846|4210|Cost Of Sales Dog Food|10960.67
30/09/2018|7-0000000846|2210|Cost Of Sales Dog Food|-10960.67
30/09/2018|7-0000000847|2210|Cost Of Sales Dog Food|-10433.44
30/09/2018|7-0000000847|4210|Cost Of Sales Dog Food|10433.44
30/09/2018|7-0000000848|4210|Cost Of Sales Dog Food|10278.76
30/09/2018|7-0000000848|2210|Cost Of Sales Dog Food|-10278.76
30/09/2018|7-0000000849|2210|Cost Of Sales Dog Food|-10647
30/09/2018|7-0000000849|4210|Cost Of Sales Dog Food|10647
30/09/2018|7-0000000850|4210|Cost Of Sales Dog Food|10253.72
30/09/2018|7-0000000850|2210|Cost Of Sales Dog Food|-10253.72
30/09/2018|7-0000000851|4210|Cost Of Sales Dog Food|10175.56
30/09/2018|7-0000000851|2210|Cost Of Sales Dog Food|-10175.56
30/09/2018|8-0000000852|2220|Cost Of Sales Cat Food|-5831.07
30/09/2018|8-0000000852|4220|Cost Of Sales Cat Food|5831.07
30/09/2018|8-0000000853|4220|Cost Of Sales Cat Food|5845.39
30/09/2018|8-0000000853|2220|Cost Of Sales Cat Food|-5845.39
30/09/2018|8-0000000854|4220|Cost Of Sales Cat Food|5938.97
30/09/2018|8-0000000854|2220|Cost Of Sales Cat Food|-5938.97
30/09/2018|8-0000000855|2220|Cost Of Sales Cat Food|-6001.3
30/09/2018|8-0000000855|4220|Cost Of Sales Cat Food|6001.3
30/09/2018|8-0000000856|2220|Cost Of Sales Cat Food|-6344.31
30/09/2018|8-0000000856|4220|Cost Of Sales Cat Food|6344.31
30/09/2018|9-0000000857|2210|Cash Payments|10193.6
30/09/2018|9-0000000857|1110|Cash Payments|-10193.6
30/09/2018|9-0000000858|1110|Cash Payments|-10105.53
30/09/2018|9-0000000858|2210|Cash Payments|10105.53
30/09/2018|9-0000000859|2210|Cash Payments|10131.64
30/09/2018|9-0000000859|1110|Cash Payments|-10131.64
30/09/2018|9-0000000860|1110|Cash Payments|-10122.36
30/09/2018|9-0000000860|2210|Cash Payments|10122.36
30/09/2018|9-0000000861|1110|Cash Payments|-10019.03
30/09/2018|9-0000000861|2210|Cash Payments|10019.03
30/09/2018|9-0000000862|2210|Cash Payments|10566.43
30/09/2018|9-0000000862|1110|Cash Payments|-10566.43
30/09/2018|9-0000000863|2210|Cash Payments|10474.6
30/09/2018|9-0000000863|1110|Cash Payments|-10474.6
30/09/2018|9-0000000864|1110|Cash Payments|-10152.34
30/09/2018|9-0000000864|2210|Cash Payments|10152.34
30/09/2018|9-0000000865|1110|Cash Payments|-10073.11
30/09/2018|9-0000000865|2210|Cash Payments|10073.11
30/09/2018|9-0000000866|2210|Cash Payments|10396.13
30/09/2018|9-0000000866|1110|Cash Payments|-10396.13
30/09/2018|9-0000000867|1110|Cash Payments|-10487.85
30/09/2018|9-0000000867|2210|Cash Payments|10487.85
30/09/2018|9-0000000868|1110|Cash Payments|-10719.51
30/09/2018|9-0000000868|2210|Cash Payments|10719.51
30/09/2018|9-0000000869|1110|Cash Payments|-10882.57
30/09/2018|9-0000000869|2210|Cash Payments|10882.57
30/09/2018|9-0000000870|2210|Cash Payments|10408.43
30/09/2018|9-0000000870|1110|Cash Payments|-10408.43
30/09/2018|9-0000000871|1110|Cash Payments|-10361.11
30/09/2018|9-0000000871|2210|Cash Payments|10361.11
30/09/2018|9-0000000872|1110|Cash Payments|-10243.99
30/09/2018|9-0000000872|2210|Cash Payments|10243.99
30/09/2018|9-0000000873|2210|Cash Payments|10756.73
30/09/2018|9-0000000873|1110|Cash Payments|-10756.73
30/09/2018|9-0000000874|2210|Cash Payments|10150.92
30/09/2018|9-0000000874|1110|Cash Payments|-10150.92
30/09/2018|9-0000000875|1110|Cash Payments|-10151.48
30/09/2018|9-0000000875|2210|Cash Payments|10151.48
30/09/2018|9-0000000876|2210|Cash Payments|10313.48
30/09/2018|9-0000000876|1110|Cash Payments|-10313.48
31/10/2018|1-0000000882|4110|Labrador Sales|-53666.78
31/10/2018|1-0000000882|1210|Labrador Sales|53666.78
31/10/2018|1-0000000883|4110|Labrador Sales|-52229.03
31/10/2018|1-0000000883|1210|Labrador Sales|52229.03
31/10/2018|1-0000000884|4110|Labrador Sales|-54119.97
31/10/2018|1-0000000884|1210|Labrador Sales|54119.97
31/10/2018|1-0000000885|4110|Labrador Sales|-52309.74
31/10/2018|1-0000000885|1210|Labrador Sales|52309.74
31/10/2018|1-0000000886|4110|Labrador Sales|-53394.03
31/10/2018|1-0000000886|1210|Labrador Sales|53394.03
31/10/2018|1-0000000887|4110|Labrador Sales|-52765.11
31/10/2018|1-0000000887|1210|Labrador Sales|52765.11
31/10/2018|1-0000000888|4110|Labrador Sales|-52272.06
31/10/2018|1-0000000888|1210|Labrador Sales|52272.06
31/10/2018|1-0000000889|4110|Labrador Sales|-52811.81
31/10/2018|1-0000000889|1210|Labrador Sales|52811.81
31/10/2018|1-0000000890|4110|Labrador Sales|-52960.47
31/10/2018|1-0000000890|1210|Labrador Sales|52960.47
31/10/2018|1-0000000891|4110|Labrador Sales|-55134.17
31/10/2018|1-0000000891|1210|Labrador Sales|55134.17
31/10/2018|1-0000000892|4110|Labrador Sales|-56535.12
31/10/2018|1-0000000892|1210|Labrador Sales|56535.12
31/10/2018|1-0000000893|4110|Labrador Sales|-53284.53
31/10/2018|1-0000000893|1210|Labrador Sales|53284.53
31/10/2018|1-0000000894|4110|Labrador Sales|-52958.55
31/10/2018|1-0000000894|1210|Labrador Sales|52958.55
31/10/2018|1-0000000895|4110|Labrador Sales|-52791.44
31/10/2018|1-0000000895|1210|Labrador Sales|52791.44
31/10/2018|1-0000000896|4110|Labrador Sales|-56701.45
31/10/2018|1-0000000896|1210|Labrador Sales|56701.45
31/10/2018|1-0000000897|4110|Labrador Sales|-55742.46
31/10/2018|1-0000000897|1210|Labrador Sales|55742.46
31/10/2018|1-0000000898|4110|Labrador Sales|-53557.24
31/10/2018|1-0000000898|1210|Labrador Sales|53557.24
31/10/2018|1-0000000899|4110|Labrador Sales|-55739.3
31/10/2018|1-0000000899|1210|Labrador Sales|55739.3
31/10/2018|1-0000000900|4110|Labrador Sales|-54968.22
31/10/2018|1-0000000900|1210|Labrador Sales|54968.22
31/10/2018|1-0000000901|4110|Labrador Sales|-57037.36
31/10/2018|1-0000000901|1210|Labrador Sales|57037.36
31/10/2018|10-0000000975|2220|Cash Payments|5878.79
31/10/2018|10-0000000975|1120|Cash Payments|-5878.79
31/10/2018|10-0000000976|2220|Cash Payments|6314.02
31/10/2018|10-0000000976|1120|Cash Payments|-6314.02
31/10/2018|10-0000000977|1120|Cash Payments|-6259.64
31/10/2018|10-0000000977|2220|Cash Payments|6259.64
31/10/2018|10-0000000978|1120|Cash Payments|-5840.99
31/10/2018|10-0000000978|2220|Cash Payments|5840.99
31/10/2018|10-0000000979|2220|Cash Payments|5843.07
31/10/2018|10-0000000979|1120|Cash Payments|-5843.07
31/10/2018|2-0000000902|1230|Cat food sales|46544.31
31/10/2018|2-0000000902|4120|Cat food sales|-46544.31
31/10/2018|2-0000000903|1230|Cat food sales|46544.31
31/10/2018|2-0000000903|4120|Cat food sales|-46544.31
31/10/2018|2-0000000904|4120|Cat food sales|-46544.31
31/10/2018|2-0000000904|1230|Cat food sales|46544.31
31/10/2018|3-0000000905|4130|Interest Received|-149260.73
31/10/2018|3-0000000905|1110|Interest Received|149260.73
31/10/2018|4-0000000906|1210|Cash Receipts|-54669.85
31/10/2018|4-0000000906|1110|Cash Receipts|54669.85
31/10/2018|4-0000000907|1210|Cash Receipts|-54994.5
31/10/2018|4-0000000907|1110|Cash Receipts|54994.5
31/10/2018|4-0000000908|1210|Cash Receipts|-56309.88
31/10/2018|4-0000000908|1110|Cash Receipts|56309.88
31/10/2018|4-0000000909|1110|Cash Receipts|53397.22
31/10/2018|4-0000000909|1210|Cash Receipts|-53397.22
31/10/2018|4-0000000910|1110|Cash Receipts|52377.45
