EndOfMonth|Account Code|Amount
30/09/2020|4310|3857134.73
30/09/2020|4210|2147936.2
30/09/2020|4220|288876.54
31/10/2020|1110|162118871.32
31/10/2020|1120|79608259.12
31/10/2020|1130|10377872.6
31/10/2020|1210|21183543.72
31/10/2020|1220|5633158
31/10/2020|1230|64745515
31/10/2020|1310|54363775
31/10/2020|1320|3124301
31/10/2020|1330|2356633
31/10/2020|1410|500000392
31/10/2020|1420|124521667
31/10/2020|1430|14526528
31/10/2020|1440|23523592
31/10/2020|1510|70000605
31/10/2020|2110|-1244476
31/10/2020|2120|-1451943
31/10/2020|2210|-14095088.54
31/10/2020|2220|-852142.54
31/10/2020|2310|-149999314
31/10/2020|2320|-49999672
31/10/2020|3110|-399999661
31/10/2020|3120|-509149457.71
31/10/2020|4110|-13080279.65
31/10/2020|4120|-1630662.09
31/10/2020|4130|-1588971.98
31/10/2020|4310|4291007.46
31/10/2020|4210|2393990.27
31/10/2020|4220|321958.02
30/11/2020|1110|163417278
30/11/2020|1120|79746317.34
30/11/2020|1130|9942929.82000001
30/11/2020|1210|21164010.17
30/11/2020|1220|5633158
30/11/2020|1230|64745515
30/11/2020|1310|54363775
30/11/2020|1320|3124301
30/11/2020|1330|2356633
30/11/2020|1410|500000392
30/11/2020|1420|124521667
30/11/2020|1430|14526528
30/11/2020|1440|23523592
30/11/2020|1510|70000605
30/11/2020|2110|-1244476
30/11/2020|2120|-1451943
30/11/2020|2210|-14093894.05
30/11/2020|2220|-852977.12
30/11/2020|2310|-149999314
30/11/2020|2320|-49999672
30/11/2020|3110|-399999661
30/11/2020|3120|-509149457.71
30/11/2020|4110|-14443923.01
30/11/2020|4120|-1800965.22
30/11/2020|4130|-1753348.38
30/11/2020|4310|4725950.24
30/11/2020|4210|2641942.41
30/11/2020|4220|355037.51
31/12/2020|1110|164731692.85
31/12/2020|1120|79885740.62
31/12/2020|1130|9506914.35000001
31/12/2020|1210|21149250.75
31/12/2020|1220|5633158
31/12/2020|1230|64745515
31/12/2020|1310|54363775
31/12/2020|1320|3124301
31/12/2020|1330|2356633
31/12/2020|1410|500000392
31/12/2020|1420|124521667
31/12/2020|1430|14526528
31/12/2020|1440|23523592
31/12/2020|1510|70000605
31/12/2020|2110|-1244476
31/12/2020|2120|-1451943
31/12/2020|2210|-14095820.02
31/12/2020|2220|-852947.16
31/12/2020|2310|-149999314
31/12/2020|2320|-49999672
31/12/2020|3110|-399999661
31/12/2020|3120|-509149457.71
31/12/2020|4110|-15830190.72
31/12/2020|4120|-1972626.36
31/12/2020|4130|-1916762.61
31/12/2020|4310|5161965.71
31/12/2020|4210|2893894.89
31/12/2020|4220|387245.41
